id,order_id,product_id,qty
350,65,3699,1
351,66,11852,1
352,67,5365,4
353,67,1562,4
354,67,8204,4
355,67,9053,5
356,67,138,1
357,67,3029,2
358,67,436,1
359,67,9603,1
360,68,2096,5
361,68,8584,1
362,68,4005,4
363,68,5470,4
364,68,10434,4
365,68,4324,3
366,68,9767,1
367,68,11875,4
368,68,51,5
369,69,9991,3
370,69,2195,1
371,69,1250,3
372,69,9891,1
373,69,2019,5
374,69,10475,5
375,70,3701,2
376,70,6505,5
377,70,7821,3
378,70,433,5
379,70,2283,4
380,71,3533,5
381,71,9863,5
382,71,2423,1
383,72,5533,4
384,72,1258,1
385,72,4181,1
386,72,11394,3
387,72,2131,5
388,72,8784,4
389,73,10330,1
390,73,5530,2
391,73,8068,4
392,73,7024,4
393,73,760,5
394,73,11366,1
395,74,691,2
396,75,5920,4
397,75,6519,5
398,75,1449,1
399,75,6329,2
400,76,3488,1
401,76,2876,2
402,76,4162,3
403,76,5830,1
404,76,7042,5
405,76,9016,2
406,77,6955,5
407,77,10554,2
408,77,10178,2
409,77,8594,3
410,77,4758,1
411,77,1898,2
412,77,4981,5
413,77,82,5
414,78,3890,4
415,78,10930,5
416,78,12070,5
417,78,2237,4
418,78,756,2
419,79,875,1
420,79,10929,3
421,80,8314,3
422,81,4682,5
423,81,2979,1
424,81,11709,4
425,81,4182,5
426,81,2714,4
427,82,10256,4
428,82,10232,5
429,82,6159,3
430,82,9056,5
431,82,9836,4
432,82,1469,5
433,82,4843,2
434,82,8770,3
435,82,9491,4
436,82,10433,5
437,83,1687,3
438,83,349,5
439,83,5073,5
440,83,10139,2
441,83,2870,2
442,83,1776,2
443,83,3655,3
444,83,2315,4
445,83,6623,5
446,83,9173,1
447,84,7750,2
448,84,6521,1
449,84,7491,4
450,84,501,4
451,84,2850,2
452,84,5071,5
453,84,11869,2
454,84,8520,5
455,84,3611,3
456,85,8524,2
457,85,10769,5
458,85,287,3
459,85,51,3
460,86,9995,4
461,86,5593,1
462,86,8999,2
463,86,6656,5
464,86,5878,5
465,86,11085,2
466,86,7114,3
467,86,1532,5
468,86,6266,5
469,86,6199,3
470,87,245,5
471,87,7896,4
472,87,1610,2
473,87,3118,5
474,88,4128,2
475,88,4376,4
476,89,5092,5
477,89,4455,1
478,89,483,2
479,89,7839,2
480,89,17,1
481,89,10940,5
482,89,7115,5
483,89,6401,4
484,89,1026,1
485,89,1914,4
486,90,10950,2
487,90,10026,3
488,91,6148,5
489,91,918,5
490,92,10320,5
491,92,1199,3
492,92,891,4
493,92,6682,2
494,92,10315,5
495,93,10273,2
496,93,825,3
497,93,3613,3
498,93,4426,1
499,93,8115,4
500,93,7254,5
501,93,4613,4
502,94,2290,4
503,94,6745,2
504,94,9770,2
505,94,5646,1
506,94,9101,1
507,94,8063,4
508,94,6300,1
509,94,2638,5
510,95,373,4
511,95,8585,5
512,95,4306,1
513,95,3200,2
514,95,3321,4
515,96,5148,3
516,96,11714,2
517,96,3320,3
518,97,1297,4
519,97,175,2
520,97,2692,1
521,97,1288,5
522,97,2677,1
523,97,6224,1
524,97,3586,4
525,97,3899,5
526,97,10972,3
527,98,9396,3
528,98,6161,1
529,98,3120,2
530,98,7332,1
531,98,10943,5
532,98,4862,3
533,98,4336,5
534,98,806,2
535,98,9484,3
536,99,4818,5
537,99,705,1
538,99,7065,3
539,99,4666,1
540,99,3875,4
541,99,3357,3
542,99,1665,4
543,100,7590,4
544,100,10933,5
545,100,2791,2
546,101,10471,1
547,101,8054,5
548,101,8786,2
549,102,6880,2
550,102,9381,5
551,102,5573,4
552,102,11981,5
553,102,7176,2
554,102,6980,2
555,102,8837,2
556,102,1884,5
557,102,2904,5
558,103,5546,2
559,104,8075,5
560,105,7432,4
561,105,11471,1
562,106,8492,2
563,106,254,3
564,106,37,4
565,106,8858,2
566,106,1383,2
567,106,2957,2
568,106,10309,3
569,107,11121,3
570,107,244,3
571,107,8833,4
572,107,1719,3
573,107,6635,5
574,107,2464,1
575,107,8567,2
576,108,6520,4
577,108,9735,1
578,108,9135,5
579,108,8754,3
580,108,3854,4
581,108,10215,5
582,108,8878,3
583,108,8958,1
584,108,2595,2
585,108,620,3
586,109,10852,5
587,109,7097,5
588,109,11744,3
589,109,8313,3
590,110,5534,5
591,110,8392,5
592,110,10314,1
593,110,10605,1
594,110,4646,3
595,110,7404,5
596,110,8316,4
597,110,587,4
598,110,1502,3
599,110,2934,2
600,111,7826,2
601,111,8836,2
602,111,430,5
603,111,7406,3
604,111,6234,1
605,111,10061,1
606,111,11787,4
607,112,8880,2
608,112,10218,5
609,112,7152,5
610,112,8147,2
611,112,2122,3
612,112,8457,5
613,112,3214,4
614,113,5215,5
615,113,11,4
616,113,10544,2
617,113,11180,2
618,113,6041,1
619,113,11396,3
620,113,490,3
621,113,6393,4
622,113,11923,5
623,114,502,1
624,115,2883,3
625,115,6137,3
626,115,4116,2
627,115,8579,4
628,115,7548,5
629,115,6457,2
630,115,2300,3
631,115,10017,3
632,115,3043,2
633,116,12114,5
634,116,4412,4
635,116,3641,2
636,116,8949,5
637,116,1690,3
638,116,6634,2
639,116,4272,1
640,116,11215,3
641,116,3058,5
642,117,2915,3
643,117,6375,2
644,117,9429,2
645,117,6614,5
646,117,3632,2
647,117,5626,5
648,117,9961,3
649,117,1675,2
650,118,6050,3
651,118,421,4
652,118,8503,3
653,118,6329,5
654,118,5315,1
655,118,9993,3
656,118,7992,3
657,119,3182,3
658,120,9453,1
659,120,1855,4
660,120,9815,4
661,120,2701,1
662,120,3263,5
663,120,11546,3
664,120,9536,2
665,120,4410,1
666,120,1410,3
667,121,5329,3
668,121,7434,1
669,122,3549,2
670,122,5999,5
671,123,7797,5
672,123,1596,2
673,123,6984,4
674,123,5199,1
675,123,264,5
676,123,4355,2
677,123,11422,1
678,124,2906,4
679,124,6274,5
680,124,8671,1
681,124,11405,5
682,124,8581,4
683,124,9200,1
684,125,111,3
685,125,5915,2
686,125,3851,5
687,125,8631,5
688,125,5707,4
689,125,2668,2
690,125,5422,5
691,125,7015,4
692,126,8298,4
693,126,7370,5
694,126,7246,3
695,126,4894,2
696,126,2265,4
697,126,11569,3
698,126,8360,3
699,126,10967,3
700,126,8870,3
701,126,12008,5
702,127,11677,5
703,127,4720,2
704,127,8226,2
705,127,4990,5
706,127,1945,1
707,127,11358,4
708,128,646,1
709,129,9607,2
710,129,1192,2
711,129,2149,1
712,129,5341,3
713,130,5570,4
714,130,554,5
715,130,3344,4
716,130,9103,2
717,130,11174,1
718,130,4652,3
719,131,6322,5
720,131,10158,4
721,131,2361,4
722,131,11311,2
723,131,6932,4
724,131,10442,4
725,131,11787,3
726,132,2126,3
727,133,6043,3
728,133,3427,1
729,133,8616,2
730,134,1735,2
731,134,3120,1
732,134,2070,2
733,134,9939,2
734,134,10571,1
735,134,10272,3
736,134,10225,1
737,134,967,4
738,134,12097,1
739,135,6806,3
740,135,8021,2
741,135,3342,5
742,135,7589,3
743,136,6620,5
744,136,11570,1
745,136,10898,4
746,136,2900,2
747,136,5736,4
748,136,7607,3
749,136,4266,3
750,136,9209,3
751,137,9359,1
752,137,5332,2
753,137,10136,1
754,138,3951,1
755,138,6431,1
756,138,9001,2
757,138,11769,4
758,138,1982,4
759,138,2877,1
760,138,7491,2
761,138,3250,4
762,138,11751,2
763,139,5339,2
764,140,10074,2
765,140,6750,2
766,140,1652,4
767,140,5357,5
768,140,1235,3
769,140,3872,5
770,140,9022,2
771,140,3875,2
772,140,5327,3
773,140,11510,2
774,141,9109,3
775,141,4371,4
776,141,2002,4
777,141,11875,4
778,141,12077,4
779,141,3586,2
780,142,321,5
781,142,5450,3
782,142,4160,5
783,142,8162,5
784,143,9890,5
785,143,7190,1
786,143,3061,5
787,143,2857,4
788,143,1145,2
789,143,909,3
790,143,4039,5
791,143,7677,5
792,144,3511,4
793,144,11599,3
794,145,3982,2
795,145,2446,1
796,145,11063,1
797,145,2208,3
798,145,6507,1
799,145,8979,2
800,145,2839,1
801,145,729,3
802,145,9081,4
803,146,8289,5
804,146,7183,3
805,146,11201,2
806,146,11360,3
807,146,10934,5
808,146,5856,2
809,146,3880,5
810,146,6461,1
811,146,663,2
812,147,6355,1
813,147,9383,5
814,147,5255,1
815,147,7541,1
816,148,1534,1
817,148,2445,5
818,148,2744,5
819,148,5706,1
820,148,1516,3
821,148,3258,4
822,148,4542,5
823,148,3160,1
824,148,10029,2
825,148,81,5
826,149,11253,5
827,149,8190,1
828,149,9973,1
829,149,2379,4
830,150,1894,2
831,150,2579,1
832,150,11253,4
833,151,877,1
834,151,9927,1
835,151,1900,1
836,152,2961,1
837,152,1982,5
838,152,11824,1
839,153,10842,5
840,153,7171,2
841,153,3244,5
842,153,11956,2
843,153,607,3
844,153,9370,2
845,154,8785,1
846,154,10819,2
847,154,7461,3
848,154,8536,1
849,155,1477,3
850,155,373,5
851,156,2304,3
852,156,144,5
853,156,10895,3
854,156,2206,2
855,156,9771,3
856,156,6154,2
857,156,281,5
858,156,3173,3
859,156,5734,4
860,157,3517,5
861,158,8136,1
862,158,1593,2
863,158,7434,1
864,158,2325,3
865,158,3126,4
866,158,5883,5
867,158,5352,5
868,158,6008,4
869,158,5029,2
870,158,3474,1
871,159,421,2
872,159,7895,1
873,159,6922,1
874,160,9135,4
875,160,4554,1
876,160,2726,5
877,160,10149,1
878,161,9680,1
879,161,6756,2
880,161,2130,2
881,161,4611,5
882,161,10652,1
883,161,5610,3
884,161,4278,2
885,162,531,2
886,162,961,1
887,162,277,5
888,162,5951,4
889,162,8133,5
890,163,5051,5
891,163,1064,3
892,163,7256,5
893,163,11094,3
894,163,6095,3
895,163,6966,2
896,163,4033,3
897,164,7566,4
898,164,45,1
899,164,723,5
900,164,974,1
901,164,8425,1
902,165,9075,2
903,165,1645,4
904,165,6532,3
905,165,1475,4
906,165,2653,4
907,165,8459,1
908,165,8920,1
909,166,7337,1
910,166,2427,5
911,166,500,1
912,166,5616,1
913,166,7594,1
914,166,3203,5
915,167,4039,1
916,167,7569,2
917,168,5917,5
918,168,4515,4
919,168,4920,2
920,168,6564,2
921,168,1872,2
922,169,2978,3
923,169,8712,5
924,169,11082,3
925,169,7321,4
926,169,11525,4
927,169,9768,3
928,169,8130,1
929,170,5469,2
930,171,2566,4
931,171,4166,4
932,171,6450,4
933,171,2440,1
934,171,5788,5
935,171,1050,5
936,171,3942,2
937,172,944,3
938,173,5089,3
939,173,10271,5
940,174,829,4
941,174,9643,4
942,175,612,1
943,175,10734,3
944,175,9594,2
945,175,8911,5
946,175,1114,5
947,176,5162,2
948,177,693,3
949,177,10004,5
950,177,8223,1
951,178,8142,4
952,178,9931,5
953,178,8075,2
954,178,10618,1
955,178,3255,4
956,178,9672,4
957,178,11226,1
958,178,6793,4
959,178,9880,5
960,178,4795,1
961,179,3544,4
962,179,4697,1
963,179,7947,4
964,180,2855,3
965,180,7159,2
966,180,3456,5
967,180,10973,5
968,181,1867,5
969,181,7309,1
970,181,1098,3
971,181,2706,4
972,181,10819,2
973,181,432,2
974,181,7656,1
975,181,8448,4
976,181,8857,2
977,181,1732,1
978,182,10826,1
979,182,10336,3
980,182,1558,5
981,183,11213,5
982,183,9365,5
983,183,9757,5
984,183,9580,4
985,183,2402,1
986,183,1369,4
987,184,4748,5
988,184,501,1
989,184,8956,4
990,184,4261,3
991,184,8768,2
992,184,2634,1
993,184,7394,3
994,184,8552,5
995,184,12083,2
996,184,9357,4
997,185,8833,2
998,186,768,4
999,186,7772,3
1000,186,7755,1
1001,186,2947,2
1002,186,6231,5
1003,186,1395,3
1004,186,9760,4
1005,186,1500,1
1006,186,2586,5
1007,187,4431,2
1008,187,9829,4
1009,187,9170,5
1010,187,2465,4
1011,187,11899,4
1012,187,9480,4
1013,187,10889,1
1014,187,4377,1
1015,187,9648,3
1016,187,3758,1
1017,188,6939,1
1018,188,5810,4
1019,188,722,4
1020,188,9042,2
1021,188,2901,4
1022,188,4655,5
1023,188,9146,2
1024,188,5461,4
1025,188,5801,1
1026,188,7541,5
1027,189,10486,1
1028,189,9909,4
1029,189,11502,3
1030,189,9992,4
1031,189,6288,5
1032,190,7034,1
1033,190,4353,4
1034,190,8384,3
1035,190,2486,1
1036,190,7274,1
1037,190,2506,5
1038,190,5539,1
1039,190,6324,2
1040,190,2619,3
1041,190,9503,2
1042,191,8958,2
1043,191,6,5
1044,191,9403,2
1045,191,4357,5
1046,191,6556,5
1047,191,11415,5
1048,191,3735,5
1049,191,674,4
1050,191,2253,3
1051,192,7294,5
1052,192,9434,1
1053,192,6962,1
1054,192,10212,1
1055,192,1462,3
1056,192,1211,2
1057,192,1851,5
1058,192,11875,2
1059,192,5862,5
1060,193,11711,4
1061,193,1769,2
1062,193,3496,4
1063,193,11792,4
1064,194,4074,1
1065,194,4170,3
1066,194,9115,5
1067,195,2713,3
1068,196,8120,2
1069,196,4296,1
1070,196,10098,1
1071,196,7028,3
1072,196,10655,1
1073,197,4483,1
1074,197,9294,4
1075,197,6588,1
1076,197,7702,4
1077,197,1071,5
1078,198,9392,5
1079,198,10330,1
1080,198,8958,5
1081,198,11952,1
1082,198,6566,4
1083,198,9031,2
1084,198,1588,3
1085,198,1305,4
1086,198,4438,4
1087,199,5349,5
1088,199,3027,4
1089,199,10267,4
1090,199,4343,5
1091,200,4080,5
1092,200,6486,5
1093,200,9004,4
1094,200,5106,5
1095,200,6245,5
1096,200,5118,1
1097,200,5363,3
1098,200,9640,3
1099,200,5138,1
1100,200,1813,1
1101,201,11134,2
1102,201,960,4
1103,201,5920,2
1104,201,11420,4
1105,201,11384,1
1106,201,5756,1
1107,201,1154,4
1108,201,1288,4
1109,201,11187,1
1110,201,3721,5
1111,202,5151,2
1112,202,6731,2
1113,202,1639,5
1114,202,9491,3
1115,202,5369,3
1116,202,9823,1
1117,202,6210,4
1118,203,10749,5
1119,203,4934,2
1120,203,4895,5
1121,203,9509,3
1122,203,2932,1
1123,203,4806,4
1124,203,6145,3
1125,203,9122,5
1126,203,7126,4
1127,203,8152,4
1128,204,4295,2
1129,204,236,3
1130,204,5157,4
1131,204,5967,4
1132,204,7260,3
1133,204,8807,1
1134,204,9359,4
1135,205,3617,2
1136,205,8298,5
1137,205,474,4
1138,205,2144,2
1139,205,6055,3
1140,205,6627,4
1141,206,6861,3
1142,206,11479,3
1143,206,888,1
1144,207,5686,2
1145,207,880,1
1146,207,11384,4
1147,207,2626,2
1148,207,1941,2
1149,207,2493,3
1150,207,2967,4
1151,207,7016,4
1152,207,11370,4
1153,207,5090,4
1154,208,6393,1
1155,208,1699,1
1156,209,1513,3
1157,209,8248,3
1158,210,101,5
1159,211,8459,4
1160,211,7884,4
1161,211,9156,2
1162,211,3210,1
1163,211,2833,5
1164,211,9758,3
1165,211,7276,1
1166,211,4477,4
1167,211,2211,4
1168,211,4311,2
1169,212,11968,1
1170,212,2698,1
1171,212,3341,5
1172,213,5606,2
1173,213,7047,3
1174,213,11411,5
1175,213,11953,4
1176,213,8722,1
1177,213,7557,5
1178,213,5741,2
1179,213,6038,3
1180,214,2022,5
1181,214,11383,2
1182,214,8249,3
1183,215,773,1
1184,215,11073,4
1185,215,4170,3
1186,215,10696,3
1187,215,4673,4
1188,216,1257,1
1189,216,2293,2
1190,216,2526,4
1191,216,4678,5
1192,217,12017,1
1193,217,7386,4
1194,217,6524,2
1195,217,3980,3
1196,217,10569,2
1197,217,8017,2
1198,217,504,2
1199,217,9095,5
1200,217,6218,2
1201,217,1193,4
1202,218,996,1
1203,218,9941,4
1204,218,4046,1
1205,218,4177,3
1206,218,11711,2
1207,218,544,4
1208,218,9976,2
1209,218,5325,5
1210,218,8242,2
1211,219,5007,1
1212,219,586,1
1213,219,8433,1
1214,219,11718,4
1215,220,8425,1
1216,220,6963,3
1217,220,2823,3
1218,220,4164,3
1219,220,10978,3
1220,221,8712,2
1221,222,7785,5
1222,222,10151,2
1223,223,3948,5
1224,223,2021,2
1225,223,8793,4
1226,223,8231,5
1227,223,10831,3
1228,223,8829,4
1229,224,9607,5
1230,224,8430,2
1231,224,11315,5
1232,224,999,3
1233,224,5153,4
1234,224,9483,2
1235,224,7854,1
1236,225,4159,4
1237,225,3811,1
1238,225,1468,5
1239,226,2868,3
1240,226,2166,2
1241,226,9122,2
1242,226,9706,4
1243,226,2667,5
1244,227,2474,1
1245,227,10586,5
1246,228,9283,2
1247,228,2825,5
1248,228,8433,1
1249,229,2749,2
1250,229,1985,1
1251,229,1917,1
1252,229,3033,2
1253,230,11333,5
1254,230,6324,4
1255,231,489,5
1256,232,11088,4
1257,232,11713,4
1258,232,1994,1
1259,232,8975,1
1260,232,4842,2
1261,232,6106,4
1262,232,1523,3
1263,232,1012,2
1264,232,9061,3
1265,233,9661,5
1266,233,777,4
1267,234,10511,2
1268,234,3195,3
1269,234,5069,4
1270,234,9646,3
1271,234,11081,1
1272,234,572,1
1273,234,3254,1
1274,234,7489,4
1275,234,2989,1
1276,235,6213,4
1277,235,1222,3
1278,235,321,1
1279,235,7142,4
1280,235,10952,4
1281,235,6916,3
1282,235,1508,1
1283,235,214,4
1284,235,6078,3
1285,235,1418,1
1286,236,7324,5
1287,237,9691,3
1288,237,10136,4
1289,237,688,5
1290,237,10080,1
1291,237,6018,5
1292,237,3190,4
1293,237,6877,5
1294,237,3315,3
1295,237,9077,2
1296,237,6192,5
1297,238,2611,4
1298,238,9944,4
1299,238,253,5
1300,238,3836,5
1301,238,7102,5
1302,238,9101,5
1303,238,10409,5
1304,239,10066,1
1305,239,5966,1
1306,239,6079,5
1307,239,7025,2
1308,239,5948,4
1309,239,1271,5
1310,239,7447,4
1311,239,383,5
1312,240,2175,4
1313,240,11495,3
1314,241,6229,1
1315,241,4960,1
1316,241,9066,1
1317,242,1194,4
1318,242,5919,3
1319,242,8364,3
1320,243,4765,1
1321,243,10994,2
1322,243,8000,3
1323,243,6310,5
1324,243,3030,1
1325,243,1583,5
1326,243,11027,5
1327,243,2371,3
1328,244,2258,4
1329,244,4363,2
1330,244,2666,2
1331,244,9883,4
1332,244,5477,5
1333,244,9628,1
1334,244,7361,1
1335,245,4365,2
1336,245,1725,5
1337,245,5679,3
1338,245,6109,4
1339,245,744,3
1340,245,7129,5
1341,246,2319,2
1342,246,6016,4
1343,246,1,5
1344,246,296,1
1345,246,1039,4
1346,246,3598,3
1347,246,6718,3
1348,246,866,4
1349,246,2813,2
1350,246,2229,3
1351,247,2670,5
1352,247,10012,3
1353,247,11815,3
1354,247,83,1
1355,247,1458,4
1356,247,8523,5
1357,247,2995,2
1358,247,11287,3
1359,247,11749,4
1360,248,1188,4
1361,248,8885,3
1362,248,103,4
1363,248,1080,1
1364,248,5758,5
1365,248,10511,1
1366,248,1499,1
1367,249,2917,4
1368,249,1790,1
1369,249,5161,2
1370,249,7003,1
1371,249,715,3
1372,249,3726,4
1373,249,873,5
1374,249,2231,2
1375,249,719,1
1376,249,7576,1
1377,250,11150,1
1378,250,76,4
1379,250,4202,1
1380,250,8261,5
1381,250,5117,5
1382,250,11656,3
1383,251,9298,5
1384,251,7674,4
1385,251,9718,5
1386,252,5647,2
1387,252,9752,3
1388,252,4572,4
1389,252,1894,4
1390,252,12005,1
1391,252,10231,5
1392,252,2315,4
1393,253,1355,2
1394,253,11885,1
1395,253,582,3
1396,253,5445,1
1397,253,2519,3
1398,253,9200,5
1399,253,6608,2
1400,253,11217,2
1401,253,1126,4
1402,254,7174,3
1403,254,8586,2
1404,254,5528,2
1405,254,6893,5
1406,254,991,4
1407,254,4473,5
1408,255,7337,2
1409,255,9639,5
1410,255,3589,3
1411,255,4909,5
1412,255,8248,2
1413,255,8965,3
1414,255,2898,3
1415,256,6651,2
1416,256,8851,1
1417,256,5421,3
1418,256,870,4
1419,256,7280,3
1420,257,7357,5
1421,257,5498,3
1422,257,1312,3
1423,257,6506,2
1424,257,3375,5
1425,257,2995,1
1426,258,5318,1
1427,258,697,4
1428,258,10305,3
1429,258,11971,1
1430,258,10914,5
1431,258,1667,2
1432,259,8316,4
1433,259,1553,5
1434,259,11251,1
1435,259,2332,3
1436,259,4833,4
1437,259,11174,4
1438,259,885,2
1439,259,2756,1
1440,260,5164,3
1441,260,11447,1
1442,260,11184,2
1443,260,11,1
1444,261,5141,5
1445,261,5855,1
1446,261,174,2
1447,261,6844,1
1448,261,1294,3
1449,261,1819,3
1450,261,3516,2
1451,261,5686,5
1452,262,5568,1
1453,262,7178,3
1454,262,719,4
1455,262,1637,4
1456,262,11538,2
1457,262,2116,4
1458,262,9748,5
1459,262,812,3
1460,262,11605,5
1461,262,11044,3
1462,263,10919,1
1463,263,789,1
1464,263,6434,3
1465,263,11101,5
1466,264,3331,5
1467,265,2066,1
1468,265,3515,4
1469,265,748,5
1470,265,10021,3
1471,265,1056,1
1472,265,8893,3
1473,266,10083,5
1474,266,2856,5
1475,266,5885,3
1476,266,3992,3
1477,266,11240,5
1478,266,5579,2
1479,267,545,1
1480,267,6678,4
1481,268,6518,5
1482,269,6339,4
1483,269,7824,3
1484,269,723,2
1485,269,7848,5
1486,269,4376,2
1487,269,11742,2
1488,269,10850,2
1489,269,9344,3
1490,269,5026,5
1491,270,337,1
1492,270,6433,4
1493,270,7512,4
1494,270,2576,3
1495,271,10370,3
1496,271,182,1
1497,271,8082,2
1498,272,6409,2
1499,272,4684,1
1500,272,7527,5
1501,273,10285,2
1502,274,3586,2
1503,274,5042,3
1504,274,1561,1
1505,275,10538,4
1506,276,93,5
1507,276,9106,4
1508,276,8363,3
1509,276,3981,1
1510,277,6433,4
